pct_deleted,k,s,baseline_time,unlearn_time,time_saved_pct,slices_retrained,frac_slices_retrained,acc_before,acc_after,f1_after,mia_auc_naive,mia_auc_sisa
1.0,5,3,20.0427188873291,20.332762956619263,-1.447129358649657,15,1.0,0.5196,0.5245,0.5214760822304777,0.5016276,0.4929458
5.0,5,3,20.0427188873291,20.11064100265503,-0.3388867334205292,15,1.0,0.5196,0.5207,0.5143818497585875,0.48373874,0.48275155999999997
