pct_deleted,k,s,baseline_time,unlearn_time,time_saved_pct,slices_retrained,frac_slices_retrained,acc_before,acc_after,f1_after,mia_auc_naive,mia_auc_sisa
1.0,20,3,69.9857771396637,0.7756319046020508,98.89172923942218,1,0.016666666666666666,0.4185,0.4159,0.39018994511536487,0.4798916,0.4819418
5.0,20,3,69.9857771396637,1.1922919750213623,98.2963796020411,4,0.06666666666666667,0.4185,0.4209,0.4045274634371337,0.45354405999999997,0.45335899999999996
