pct_deleted,k,s,baseline_time,unlearn_time,time_saved_pct,slices_retrained,frac_slices_retrained,acc_before,acc_after,f1_after,mia_auc_naive,mia_auc_sisa
1.0,5,3,69.14507985115051,4.852480173110962,92.98217576209767,1,0.06666666666666667,0.6545,0.6499,0.6502624489452234,0.47498120000000005,0.4762196
5.0,5,3,69.14507985115051,2.813218832015991,95.9314258685187,1,0.06666666666666667,0.6545,0.6436,0.6403544749270701,0.4689878599999999,0.46285171999999997
